Economy,Patents/GDP (score),Knowledge & Tech Output (pillar score)
Nepal,4.32107860026628,13.2486955222002
India,35.712403913048,37.8120906239051
Pakistan,6.34429959532427,20.5793170590475
Bangladesh,0.999087845667233,13.1681583703968
Sri Lanka,10.9687115282375,15.7132147915963
Bhutan,,
